age,income,score,height,weight,category,city,education,description,comments,registration_date,last_activity,is_active,has_subscription
44,37409.66903901832,60.40716770712192,181.1336050594394,54.4286724427557,C,New York,High School,This is sample text description 503 with various content,Comment 503: Some feedback about the product or service,2024-12-11,2025-06-23 01:26:47,False,True
59,53897.05642403694,90.7380164712847,170.35126669927737,84.38079142485996,A,Phoenix,Master,This is sample text description 504 with various content,Comment 504: Some feedback about the product or service,2024-09-29,2025-06-25 01:26:47,True,False
19,468265.1112578728,23.885666040192767,158.91003306789077,75.12857531898206,B,Los Angeles,Master,This is sample text description 505 with various content,Comment 505: Some feedback about the product or service,2025-02-05,2025-06-06 01:26:47,False,True
43,49167.5701341497,46.9641774680709,152.48630043432144,68.67131453770497,B,Los Angeles,PhD,This is sample text description 506 with various content,Comment 506: Some feedback about the product or service,2024-11-08,2025-06-19 01:26:47,True,False
34,61121.132956577116,45.04653016578183,154.72429506190673,71.96340231915694,A,Los Angeles,PhD,This is sample text description 507 with various content,Comment 507: Some feedback about the product or service,2024-10-13,2025-06-15 01:26:47,True,True
57,39162.017512229046,47.297134609551016,163.34146591766077,50.698580580208954,A,New York,PhD,This is sample text description 508 with various content,Comment 508: Some feedback about the product or service,2025-01-05,2025-06-21 01:26:47,True,True
50,62777.820918735466,62.25196957297452,168.3084882425668,71.62001115920455,C,Houston,Bachelor,This is sample text description 509 with various content,Comment 509: Some feedback about the product or service,2025-03-23,2025-06-22 01:26:47,False,True
26,81346.15733277904,46.974376299068375,183.4606297673045,67.87495321965095,B,Chicago,Bachelor,This is sample text description 510 with various content,Comment 510: Some feedback about the product or service,2024-11-12,2025-06-26 01:26:47,False,False
60,56862.181659035174,44.74681413224578,177.99088212188238,51.10851084343655,D,New York,Master,This is sample text description 511 with various content,Comment 511: Some feedback about the product or service,2025-01-14,2025-06-24 01:26:47,True,True
71,34358.08629455062,47.42884204312605,161.61058747919697,59.933868596401844,A,Los Angeles,Master,This is sample text description 512 with various content,Comment 512: Some feedback about the product or service,2025-01-29,2025-06-20 01:26:47,True,False
65,37699.63977320408,59.086744127104154,174.08665283372167,68.06132113071223,A,New York,High School,This is sample text description 513 with various content,Comment 513: Some feedback about the product or service,2025-01-15,2025-06-21 01:26:47,False,False
56,45034.74198429769,53.70074883513583,186.5154626919224,60.89061722578238,C,New York,High School,This is sample text description 514 with various content,Comment 514: Some feedback about the product or service,2024-08-29,2025-06-26 01:26:47,True,False
46,38102.194058608686,85.41359976505044,188.73917421030035,33.818291424243746,B,New York,Master,This is sample text description 515 with various content,Comment 515: Some feedback about the product or service,2025-01-30,2025-07-02 01:26:47,False,False
59,,4.9496853493666615,166.85593988446402,86.14581309413299,A,Houston,Bachelor,This is sample text description 516 with various content,Comment 516: Some feedback about the product or service,2024-10-21,2025-06-09 01:26:47,True,True
72,53088.14553923384,83.33170714730124,179.58288429705001,67.86865187365503,C,Phoenix,Master,This is sample text description 517 with various content,Comment 517: Some feedback about the product or service,2025-01-23,2025-06-13 01:26:47,False,False
43,45576.05336548402,84.3924612611724,183.89955366887824,35.890746861451824,A,Chicago,High School,This is sample text description 518 with various content,Comment 518: Some feedback about the product or service,2025-02-09,2025-06-07 01:26:47,True,True
52,53794.417671161165,28.490802153096084,154.92928076821613,102.02444409519092,A,Houston,Bachelor,This is sample text description 519 with various content,Comment 519: Some feedback about the product or service,2025-02-02,2025-06-27 01:26:47,True,False
67,73727.74824430575,46.285195501585065,164.87592912840304,88.62088496969784,A,Houston,Bachelor,This is sample text description 520 with various content,Comment 520: Some feedback about the product or service,2025-05-29,2025-06-15 01:26:47,True,True
42,45272.943321512816,43.85384885374355,192.20018734423263,64.76526923397498,A,Phoenix,High School,This is sample text description 521 with various content,Comment 521: Some feedback about the product or service,2025-02-25,2025-06-16 01:26:47,False,False
41,26291.599906393778,21.850983435413028,166.98963889879096,57.362537629499485,B,Houston,Master,This is sample text description 522 with various content,Comment 522: Some feedback about the product or service,2024-07-13,2025-06-27 01:26:47,True,True
30,42022.150154928975,39.67968470863165,140.71048635298902,76.04786816140783,B,New York,PhD,This is sample text description 523 with various content,Comment 523: Some feedback about the product or service,2024-10-24,2025-06-15 01:26:47,True,False
77,65408.504342332846,4.438777217085443,168.79038189613277,73.03490222326212,C,New York,Master,This is sample text description 524 with various content,Comment 524: Some feedback about the product or service,2024-12-10,2025-06-11 01:26:47,True,True
75,63535.4054143391,27.782207278173445,181.24625499115862,78.1313488720056,D,Los Angeles,Master,This is sample text description 525 with various content,Comment 525: Some feedback about the product or service,2025-04-02,2025-06-12 01:26:47,True,False
24,60372.79295227134,81.66821754507181,170.06510436800897,57.405695901174276,A,Houston,High School,This is sample text description 526 with various content,Comment 526: Some feedback about the product or service,2024-07-23,2025-06-16 01:26:47,False,True
74,37505.865536757934,28.456230176289754,177.15363946800633,86.4665803145745,A,Los Angeles,Bachelor,This is sample text description 527 with various content,Comment 527: Some feedback about the product or service,2024-08-13,2025-06-25 01:26:47,False,False
53,65038.052360653965,81.82066687482475,179.3822199765573,62.89806815236676,A,Chicago,High School,This is sample text description 528 with various content,Comment 528: Some feedback about the product or service,2025-01-16,2025-06-25 01:26:47,True,False
62,69537.98156074132,53.15994646044309,166.45062548567716,80.21148622983351,A,New York,Master,This is sample text description 529 with various content,Comment 529: Some feedback about the product or service,2024-10-29,2025-06-29 01:26:47,False,False
37,36091.56740220048,87.98626773611599,164.80607013585623,58.04591109314464,B,Chicago,PhD,This is sample text description 530 with various content,Comment 530: Some feedback about the product or service,2024-12-28,2025-06-15 01:26:47,False,False
18,49168.59804914951,57.47795542644152,171.5344097595427,109.7221597863023,C,Phoenix,PhD,This is sample text description 531 with various content,Comment 531: Some feedback about the product or service,2024-12-19,2025-06-26 01:26:47,False,False
25,90408.03927364224,2.966822306473982,171.7777892292988,80.43285023447888,C,New York,PhD,This is sample text description 532 with various content,Comment 532: Some feedback about the product or service,2024-11-27,2025-07-02 01:26:47,True,False
63,35202.51447073225,67.54202075470891,170.54076819846972,113.2634841486047,A,Chicago,High School,This is sample text description 533 with various content,Comment 533: Some feedback about the product or service,2025-06-12,2025-07-01 01:26:47,False,False
33,15898.266615125503,4.485356802356866,170.95156522682464,82.41402964489069,A,Phoenix,Bachelor,This is sample text description 534 with various content,Comment 534: Some feedback about the product or service,2024-11-04,2025-07-01 01:26:47,True,False
31,77658.08868929598,45.0597018983134,162.5145386537926,61.57803464696974,B,Chicago,High School,This is sample text description 535 with various content,Comment 535: Some feedback about the product or service,2024-08-16,2025-06-25 01:26:47,True,False
29,72732.0954340912,92.9426694473114,177.50286910080948,82.44071190383794,A,Phoenix,PhD,This is sample text description 536 with various content,Comment 536: Some feedback about the product or service,2025-02-28,2025-06-27 01:26:47,False,True
68,40860.6535284515,16.520393933785016,175.99231947112966,83.50866727289825,B,Phoenix,Master,This is sample text description 537 with various content,Comment 537: Some feedback about the product or service,2025-04-04,2025-06-08 01:26:47,True,False
40,47740.16436263827,38.98723529415441,156.63991633364543,75.59986216746644,D,New York,Bachelor,This is sample text description 538 with various content,Comment 538: Some feedback about the product or service,2024-09-09,2025-06-20 01:26:47,True,False
32,25501.298996220954,72.98603088484784,166.10837682914033,79.45588708048085,A,Los Angeles,High School,This is sample text description 539 with various content,Comment 539: Some feedback about the product or service,2025-02-23,2025-06-27 01:26:47,False,True
45,51779.04545219404,88.22585560948475,170.93079872539445,81.42590694111513,C,Phoenix,High School,This is sample text description 540 with various content,Comment 540: Some feedback about the product or service,2025-05-12,2025-06-14 01:26:47,False,False
51,,67.09430047425079,164.65686997723824,55.094784838513874,B,Phoenix,Bachelor,This is sample text description 541 with various content,Comment 541: Some feedback about the product or service,2025-01-29,2025-06-06 01:26:47,True,True
19,39147.90316483444,25.81732541911692,176.37371977587793,54.02712392905072,A,New York,Bachelor,This is sample text description 542 with various content,Comment 542: Some feedback about the product or service,2025-06-07,2025-07-02 01:26:47,False,True
49,,67.46078529162162,169.3311746154286,58.086745020783496,B,Los Angeles,Master,This is sample text description 543 with various content,Comment 543: Some feedback about the product or service,2024-12-07,2025-07-04 01:26:47,True,False
40,59274.47714780864,29.672764110409,171.69072529455187,71.91313591555766,A,Houston,Bachelor,This is sample text description 544 with various content,Comment 544: Some feedback about the product or service,2025-02-02,2025-06-22 01:26:47,True,False
39,61556.33781762279,71.84292298187353,165.99290692516928,66.6524324278987,A,Houston,Master,This is sample text description 545 with various content,Comment 545: Some feedback about the product or service,2024-09-16,2025-07-03 01:26:47,False,False
68,40313.81638827264,95.40331275850406,150.06781176589385,55.36644151115577,B,Los Angeles,PhD,This is sample text description 546 with various content,Comment 546: Some feedback about the product or service,2024-11-26,2025-06-18 01:26:47,True,False
42,42907.51634133011,72.13934511062882,149.4965167843755,81.6297131577947,C,Chicago,PhD,This is sample text description 547 with various content,Comment 547: Some feedback about the product or service,2025-03-13,2025-06-15 01:26:47,True,False
75,13064.551310571966,86.28805029124123,175.8960954669203,74.2456723020472,A,New York,High School,This is sample text description 548 with various content,Comment 548: Some feedback about the product or service,2025-01-29,2025-06-30 01:26:47,True,True
79,38666.611749797885,0.2103843175883413,172.66912076489393,72.53393487056282,A,Los Angeles,PhD,This is sample text description 549 with various content,Comment 549: Some feedback about the product or service,2024-10-20,2025-06-25 01:26:47,True,True
78,,71.75721247315944,174.38662206351086,66.13016042239097,C,Houston,PhD,This is sample text description 550 with various content,Comment 550: Some feedback about the product or service,2024-10-28,2025-06-15 01:26:47,True,False
39,,82.95875568652504,171.34472842062914,64.3265784645164,C,Phoenix,Master,This is sample text description 551 with various content,Comment 551: Some feedback about the product or service,2025-03-06,2025-06-18 01:26:47,False,True
75,34393.9669228619,4.055873754468142,172.14567403373513,57.38003257286535,C,Houston,High School,This is sample text description 552 with various content,Comment 552: Some feedback about the product or service,2024-09-10,2025-06-24 01:26:47,False,False
75,62803.79647414248,87.15977272882306,179.69023373618788,84.00610438806007,A,Phoenix,Bachelor,This is sample text description 553 with various content,Comment 553: Some feedback about the product or service,2024-10-16,2025-07-01 01:26:47,True,False
39,58055.36583986187,25.669422831004585,174.44619372401414,59.4476067752022,D,New York,High School,This is sample text description 554 with various content,Comment 554: Some feedback about the product or service,2025-05-18,2025-06-27 01:26:47,False,True
66,63797.26499592601,66.52921019780553,180.40909350306111,73.14085700039224,A,Phoenix,PhD,This is sample text description 555 with various content,Comment 555: Some feedback about the product or service,2024-08-11,2025-06-16 01:26:47,True,False
69,26735.589198191923,80.03548790234066,171.71461841226596,94.9301559440805,B,Los Angeles,Bachelor,This is sample text description 556 with various content,Comment 556: Some feedback about the product or service,2024-09-12,2025-06-08 01:26:47,True,False
59,101281.15898600692,66.26645130593555,166.9961825948023,65.01613382965974,A,Phoenix,High School,This is sample text description 557 with various content,Comment 557: Some feedback about the product or service,2024-07-09,2025-06-10 01:26:47,False,False
23,25684.932516654993,9.228479207325723,171.94202862156246,84.41053211078791,B,Chicago,High School,This is sample text description 558 with various content,Comment 558: Some feedback about the product or service,2025-04-20,2025-06-18 01:26:47,True,False
32,53084.94627468136,59.63215188603683,161.63822118512704,78.53063524053509,A,Los Angeles,High School,This is sample text description 559 with various content,Comment 559: Some feedback about the product or service,2025-03-01,2025-06-17 01:26:47,True,False
71,46826.89008262827,54.95836567221436,166.20153071088092,74.6720134489158,B,New York,High School,This is sample text description 560 with various content,Comment 560: Some feedback about the product or service,2024-12-21,2025-07-03 01:26:47,True,True
60,26267.16965269905,90.03212680742715,171.77571308640037,76.4552266285713,A,Los Angeles,Master,This is sample text description 561 with various content,Comment 561: Some feedback about the product or service,2024-11-27,2025-06-27 01:26:47,True,False
77,42595.811543735006,40.42397296442092,171.64318331901012,68.57640146093604,A,Chicago,High School,This is sample text description 562 with various content,Comment 562: Some feedback about the product or service,2025-04-06,2025-07-02 01:26:47,False,False
54,50466.152017717395,32.108109708705015,168.93581119997012,70.52163953190161,B,New York,PhD,This is sample text description 563 with various content,Comment 563: Some feedback about the product or service,2025-06-28,2025-06-19 01:26:47,True,False
50,37000.5357627306,74.98507644364662,156.11815289825793,61.77829077661413,C,Houston,PhD,This is sample text description 564 with various content,Comment 564: Some feedback about the product or service,2025-06-04,2025-06-19 01:26:47,True,False
25,68744.47243069699,41.267532608339664,176.36409546420714,70.62185681701133,D,Chicago,Master,This is sample text description 565 with various content,Comment 565: Some feedback about the product or service,2024-08-20,2025-06-13 01:26:47,True,False
70,46767.485090750575,64.6096175005063,178.3422840659955,61.221610063247546,A,New York,Bachelor,This is sample text description 566 with various content,Comment 566: Some feedback about the product or service,2024-10-10,2025-06-13 01:26:47,True,True
77,23174.506579634268,64.64500901246069,186.43690495252238,85.08482639614896,C,Phoenix,Bachelor,This is sample text description 567 with various content,Comment 567: Some feedback about the product or service,2024-12-27,2025-07-04 01:26:47,True,False
61,21477.48934661406,88.80390643601179,174.4177599658873,44.50753856982334,B,Los Angeles,PhD,This is sample text description 568 with various content,Comment 568: Some feedback about the product or service,2024-07-22,2025-06-27 01:26:47,True,False
61,62123.301812229125,59.869240231909735,170.01461834191483,77.21579936688224,A,New York,PhD,This is sample text description 569 with various content,Comment 569: Some feedback about the product or service,2025-01-24,2025-06-27 01:26:47,False,True
22,20264.584345993277,50.21536099619869,159.8697049038985,75.0488005213342,A,Los Angeles,Master,This is sample text description 570 with various content,Comment 570: Some feedback about the product or service,2025-05-06,2025-07-01 01:26:47,False,True
56,,13.8871326396517,184.92017869361055,73.6902394626405,B,Phoenix,Bachelor,This is sample text description 571 with various content,Comment 571: Some feedback about the product or service,2024-10-15,2025-06-21 01:26:47,True,False
21,58893.10371333918,11.573760667870536,172.47832976874022,85.36748423298229,D,New York,,This is sample text description 572 with various content,Comment 572: Some feedback about the product or service,2024-09-24,2025-06-21 01:26:47,True,False
23,30092.89272151966,15.432156528307939,171.93373173825455,65.70814614935578,B,Houston,High School,This is sample text description 573 with various content,Comment 573: Some feedback about the product or service,2025-04-02,2025-07-03 01:26:47,True,False
62,67814.76167549781,17.18484813270945,167.45943801821147,73.83150766858074,B,Chicago,High School,This is sample text description 574 with various content,Comment 574: Some feedback about the product or service,2025-05-26,2025-06-17 01:26:47,False,False
49,15644.127524767355,63.78770926636339,166.82030433565137,44.251871677203205,B,New York,High School,This is sample text description 575 with various content,Comment 575: Some feedback about the product or service,2025-02-07,2025-06-08 01:26:47,False,False
69,55929.17867997117,74.09812502745785,176.88266734050848,63.770246767971656,A,Phoenix,,This is sample text description 576 with various content,Comment 576: Some feedback about the product or service,2024-12-14,2025-07-03 01:26:47,True,False
47,49182.84132807983,52.999152292641874,159.7855937734141,82.83604646762836,C,New York,PhD,This is sample text description 577 with various content,Comment 577: Some feedback about the product or service,2024-10-12,2025-06-30 01:26:47,False,False
64,47620.040485382124,82.9017732545491,186.2543185915878,49.91257396695278,C,Los Angeles,Master,This is sample text description 578 with various content,Comment 578: Some feedback about the product or service,2025-07-04,2025-07-02 01:26:47,True,True
52,26442.067140388546,99.12632267336332,184.07526457538373,72.39615050576117,A,New York,Bachelor,This is sample text description 579 with various content,Comment 579: Some feedback about the product or service,2025-01-09,2025-06-12 01:26:47,True,False
72,31259.559912001485,82.0012629119356,166.4593845313291,59.83724392174304,C,Houston,PhD,This is sample text description 580 with various content,Comment 580: Some feedback about the product or service,2024-12-24,2025-06-23 01:26:47,True,False
57,82376.04050041195,69.48823736759591,161.3613543412696,68.33519542342398,A,New York,High School,This is sample text description 581 with various content,Comment 581: Some feedback about the product or service,2024-08-04,2025-06-09 01:26:47,True,False
69,74303.10017743507,53.24926994371466,149.84794011644584,60.73483766857604,D,Chicago,Master,This is sample text description 582 with various content,Comment 582: Some feedback about the product or service,2024-12-22,2025-06-23 01:26:47,True,False
33,64841.69177047597,44.88530716747082,157.48586127515773,51.29206593559854,A,New York,,This is sample text description 583 with various content,Comment 583: Some feedback about the product or service,2024-07-28,2025-06-09 01:26:47,True,False
30,68796.96207059376,8.439238054454234,177.29911492882874,75.79004972439701,A,Los Angeles,High School,This is sample text description 584 with various content,Comment 584: Some feedback about the product or service,2024-10-30,2025-06-25 01:26:47,True,True
67,66920.27089342538,39.93687483946909,173.15341858900655,69.2560485696288,A,New York,Master,This is sample text description 585 with various content,Comment 585: Some feedback about the product or service,2024-12-06,2025-07-01 01:26:47,True,True
77,43532.875754275825,91.01346367821343,174.93653565306087,79.18943679530798,B,Houston,High School,This is sample text description 586 with various content,Comment 586: Some feedback about the product or service,2025-02-03,2025-07-05 01:26:47,True,True
59,50952.07103628702,80.8022629906553,151.54420364675838,81.91656861998291,A,Phoenix,Bachelor,This is sample text description 587 with various content,Comment 587: Some feedback about the product or service,2025-01-29,2025-06-27 01:26:47,True,True
47,20549.832439179823,21.60513650116872,166.04184379897336,88.37888105633522,B,New York,PhD,This is sample text description 588 with various content,Comment 588: Some feedback about the product or service,2024-07-09,2025-06-19 01:26:47,True,False
36,48206.08746384948,46.660778469721585,183.67272806282082,72.00230118163998,B,New York,,This is sample text description 589 with various content,Comment 589: Some feedback about the product or service,2025-02-17,2025-06-14 01:26:47,True,True
34,73668.28499078374,81.67232025585446,169.03972594680647,89.02931536904812,C,Chicago,,This is sample text description 590 with various content,Comment 590: Some feedback about the product or service,2024-11-27,2025-07-05 01:26:47,True,True
73,36785.85503485729,6.738455478552252,157.27705265376014,55.36338238913569,A,Houston,High School,This is sample text description 591 with various content,Comment 591: Some feedback about the product or service,2024-10-06,2025-07-03 01:26:47,True,False
36,,38.73925856686593,168.88397669157098,83.63439743842197,B,Phoenix,Master,This is sample text description 592 with various content,Comment 592: Some feedback about the product or service,2025-02-02,2025-06-21 01:26:47,True,False
45,51831.71477387526,85.18412368739476,162.2898258163475,76.8908562449178,A,Los Angeles,Bachelor,This is sample text description 593 with various content,Comment 593: Some feedback about the product or service,2024-10-30,2025-06-10 01:26:47,True,True
75,,40.389786417012374,173.33679059945396,73.49638978772181,C,New York,Bachelor,This is sample text description 594 with various content,Comment 594: Some feedback about the product or service,2024-09-30,2025-06-15 01:26:47,True,False
72,27853.60973307377,7.761464473144086,170.20545378887715,76.67098351244675,A,Phoenix,Bachelor,This is sample text description 595 with various content,Comment 595: Some feedback about the product or service,2024-09-05,2025-06-10 01:26:47,True,False
43,68386.0573941551,54.253436853225146,175.4329666408229,55.58891682496807,D,Los Angeles,Master,This is sample text description 596 with various content,Comment 596: Some feedback about the product or service,2024-10-03,2025-06-13 01:26:47,False,True
54,,86.17424949182954,157.82076373234887,52.04879785112466,C,Houston,Master,This is sample text description 597 with various content,Comment 597: Some feedback about the product or service,2025-07-04,2025-06-06 01:26:47,True,True
43,52035.28145975251,59.02855429531597,165.512834313349,95.64742279115498,B,Houston,High School,This is sample text description 598 with various content,Comment 598: Some feedback about the product or service,2025-04-09,2025-06-26 01:26:47,True,False
70,44519.36371504109,22.627910821423182,180.90434341399109,67.46916732704095,B,Phoenix,Bachelor,This is sample text description 599 with various content,Comment 599: Some feedback about the product or service,2024-09-22,2025-06-28 01:26:47,True,False
79,,38.423962013738134,156.4571994556452,67.25509867289949,A,Los Angeles,PhD,This is sample text description 600 with various content,Comment 600: Some feedback about the product or service,2025-02-26,2025-06-24 01:26:47,True,False
40,67605.92498506498,45.01233611819322,159.96887983960022,53.46535788638062,A,Houston,,This is sample text description 601 with various content,Comment 601: Some feedback about the product or service,2025-04-19,2025-06-11 01:26:47,True,True
26,79517.0656097457,57.92663538205268,171.99297309992065,47.77332541754745,C,Phoenix,High School,This is sample text description 602 with various content,Comment 602: Some feedback about the product or service,2024-10-19,2025-06-14 01:26:47,True,False
29,80473.68398881209,75.93510257526131,172.8672983908379,68.67521681781577,D,Houston,Bachelor,This is sample text description 603 with various content,Comment 603: Some feedback about the product or service,2024-11-07,2025-06-21 01:26:47,True,False
70,57439.19801516996,9.88736176406354,165.1115015725723,64.87618117736908,A,Houston,PhD,This is sample text description 604 with various content,Comment 604: Some feedback about the product or service,2025-02-15,2025-06-09 01:26:47,False,True
18,46561.36619270959,88.96520330175663,167.2156711736115,70.02601535113676,B,Houston,Master,This is sample text description 605 with various content,Comment 605: Some feedback about the product or service,2024-11-20,2025-06-27 01:26:47,True,False
75,,1.230970301607559,175.33225561555642,71.30730910573263,C,Chicago,PhD,This is sample text description 606 with various content,Comment 606: Some feedback about the product or service,2025-01-24,2025-06-12 01:26:47,True,False
75,60442.40714510159,37.005233467425526,178.49635001759867,107.3419162189104,B,Los Angeles,Master,This is sample text description 607 with various content,Comment 607: Some feedback about the product or service,2024-11-12,2025-06-11 01:26:47,True,True
18,60361.33887690183,2.7420309972657653,159.3077833471024,64.92130028891567,A,Phoenix,High School,This is sample text description 608 with various content,Comment 608: Some feedback about the product or service,2025-02-28,2025-06-26 01:26:47,False,False
64,76159.7327428021,39.297422534529126,173.6431952062795,93.6991016191517,A,Phoenix,PhD,This is sample text description 609 with various content,Comment 609: Some feedback about the product or service,2024-12-18,2025-06-16 01:26:47,False,False
51,92315.1144383331,52.58125988733238,185.1201600000572,94.63036322567417,A,Los Angeles,Bachelor,This is sample text description 610 with various content,Comment 610: Some feedback about the product or service,2025-06-05,2025-06-27 01:26:47,True,True
49,45894.907407718274,51.16813865815117,168.84107938638869,81.30436427907976,C,Los Angeles,Bachelor,This is sample text description 611 with various content,Comment 611: Some feedback about the product or service,2025-02-18,2025-06-21 01:26:47,False,False
79,,16.562834702826535,159.20160846211482,66.47310501176332,B,Los Angeles,Master,This is sample text description 612 with various content,Comment 612: Some feedback about the product or service,2025-06-15,2025-06-13 01:26:47,True,True
71,73444.78493516787,64.57405100956123,158.73908091172783,49.57791495800906,B,Los Angeles,Bachelor,This is sample text description 613 with various content,Comment 613: Some feedback about the product or service,2024-11-14,2025-06-15 01:26:47,False,False
65,47983.54019629584,4.477845050466822,168.39262558688137,77.1691581600086,D,New York,PhD,This is sample text description 614 with various content,Comment 614: Some feedback about the product or service,2024-12-16,2025-06-15 01:26:47,False,True
42,799712.967773016,76.19068201324154,180.3584730486762,85.28218119551417,B,Phoenix,High School,This is sample text description 615 with various content,Comment 615: Some feedback about the product or service,2024-09-30,2025-07-05 01:26:47,True,True
57,83712.96602838329,94.66444339935462,169.59244150153378,96.21531196424476,C,New York,Master,This is sample text description 616 with various content,Comment 616: Some feedback about the product or service,2025-02-25,2025-07-04 01:26:47,False,False
62,40794.09111612306,33.97688271511179,171.89231979905927,55.75063068629827,B,Houston,PhD,This is sample text description 617 with various content,Comment 617: Some feedback about the product or service,2025-02-08,2025-06-10 01:26:47,True,False
70,84644.30504971296,51.72393817143319,160.03658317826196,66.34710416222099,A,Houston,Master,This is sample text description 618 with various content,Comment 618: Some feedback about the product or service,2025-06-07,2025-06-17 01:26:47,True,False
18,71501.65642071927,37.891027805881436,179.83117632976547,55.842031143657294,D,Phoenix,High School,This is sample text description 619 with various content,Comment 619: Some feedback about the product or service,2024-07-10,2025-06-06 01:26:47,True,True
33,97371.18255958383,0.6710390304059954,158.54341428834644,60.49783011344616,B,Houston,Master,This is sample text description 620 with various content,Comment 620: Some feedback about the product or service,2024-09-01,2025-06-22 01:26:47,False,True
78,41519.22836001002,38.587450289511594,164.95503515728367,79.9658130135344,A,Los Angeles,Bachelor,This is sample text description 621 with various content,Comment 621: Some feedback about the product or service,2025-01-25,2025-06-28 01:26:47,True,False
56,42931.46512528008,79.17202592613465,176.29914862046294,59.810428459513965,A,New York,Bachelor,This is sample text description 622 with various content,Comment 622: Some feedback about the product or service,2024-07-14,2025-06-30 01:26:47,True,False
22,9466.757405133198,59.59888421834818,149.6056850168007,57.63593234024486,A,Los Angeles,Master,This is sample text description 623 with various content,Comment 623: Some feedback about the product or service,2024-07-31,2025-06-24 01:26:47,False,True
39,61423.87841135924,10.125991461515893,171.73961149685707,81.95493795583411,B,Houston,High School,This is sample text description 624 with various content,Comment 624: Some feedback about the product or service,2025-05-06,2025-06-10 01:26:47,True,False
46,,84.7139489693785,159.6092643360822,76.7610818506532,C,New York,High School,This is sample text description 625 with various content,Comment 625: Some feedback about the product or service,2025-03-03,2025-06-09 01:26:47,True,False
72,38740.126569286665,53.108534488524285,170.16549398909115,75.25016796902761,D,Los Angeles,Bachelor,This is sample text description 626 with various content,Comment 626: Some feedback about the product or service,2025-04-26,2025-06-07 01:26:47,True,False
20,48362.98537023884,84.17233617446762,166.47944392288065,60.206689627014015,D,Phoenix,High School,This is sample text description 627 with various content,Comment 627: Some feedback about the product or service,2024-08-14,2025-06-21 01:26:47,True,False
29,,58.02215187850294,191.0583482534849,89.39534917322052,A,Los Angeles,Master,This is sample text description 628 with various content,Comment 628: Some feedback about the product or service,2024-07-07,2025-06-22 01:26:47,True,True
43,73968.89905663372,55.96884448379399,166.06878810800094,70.21735295979687,A,Houston,PhD,This is sample text description 629 with various content,Comment 629: Some feedback about the product or service,2024-11-05,2025-06-15 01:26:47,True,False
33,40206.0105094338,10.52591851970124,188.4265137288334,105.70285208132154,A,New York,Master,This is sample text description 630 with various content,Comment 630: Some feedback about the product or service,2024-10-30,2025-06-07 01:26:47,False,True
68,111880.98031241902,16.735973313862797,175.86952291183374,72.41749254205067,C,Phoenix,Bachelor,This is sample text description 631 with various content,Comment 631: Some feedback about the product or service,2024-11-27,2025-07-05 01:26:47,False,False
54,46487.97398577935,97.20252564965911,161.9854102927027,34.99978237229259,A,New York,Bachelor,This is sample text description 632 with various content,Comment 632: Some feedback about the product or service,2025-06-15,2025-06-08 01:26:47,True,False
39,34807.623179033806,22.848674675477078,173.30810925259757,34.331866978346966,B,Phoenix,,This is sample text description 633 with various content,Comment 633: Some feedback about the product or service,2025-04-15,2025-06-25 01:26:47,True,False
74,41753.73762530276,97.7452117990368,166.9559025366219,79.35924912768203,C,New York,High School,This is sample text description 634 with various content,Comment 634: Some feedback about the product or service,2024-07-27,2025-06-08 01:26:47,True,False
46,,53.19127065242634,172.42157490741235,89.50741228496209,B,Houston,Master,This is sample text description 635 with various content,Comment 635: Some feedback about the product or service,2025-06-26,2025-06-11 01:26:47,True,False
31,,13.578904706393713,162.86109012566735,58.24257805114226,A,Phoenix,PhD,This is sample text description 636 with various content,Comment 636: Some feedback about the product or service,2025-06-24,2025-07-03 01:26:47,True,False
45,41602.006004417555,9.930220275369294,186.90177633345957,101.51468159165726,D,Chicago,Master,This is sample text description 637 with various content,Comment 637: Some feedback about the product or service,2024-10-16,2025-06-17 01:26:47,True,False
22,72625.05580795475,20.886407070574,179.25398090796725,94.94498405491154,D,New York,PhD,This is sample text description 638 with various content,Comment 638: Some feedback about the product or service,2025-02-11,2025-06-18 01:26:47,False,False
64,44505.05009651165,92.56373300253358,170.3178156816159,73.15820145161722,A,New York,Master,This is sample text description 639 with various content,Comment 639: Some feedback about the product or service,2024-12-26,2025-06-16 01:26:47,True,False
66,77688.84223371293,41.41502243282268,187.29114768069533,78.09180913534198,B,Los Angeles,Bachelor,This is sample text description 640 with various content,Comment 640: Some feedback about the product or service,2024-10-29,2025-06-08 01:26:47,True,True
47,65149.11498634082,39.54342679929144,170.74279244082848,83.41795326082774,D,Phoenix,PhD,This is sample text description 641 with various content,Comment 641: Some feedback about the product or service,2025-03-14,2025-07-04 01:26:47,False,True
63,50571.93553436688,31.320626107017404,180.97624964861166,98.34992345980773,A,Chicago,Master,This is sample text description 642 with various content,Comment 642: Some feedback about the product or service,2025-06-10,2025-06-07 01:26:47,True,True
79,81604.65174701643,14.706185056658839,170.38300587522426,80.23203950118372,B,Houston,High School,This is sample text description 643 with various content,Comment 643: Some feedback about the product or service,2024-10-08,2025-06-11 01:26:47,True,False
69,69045.86922074419,48.78511971924064,173.9388759481058,72.81897478406724,A,Los Angeles,High School,This is sample text description 644 with various content,Comment 644: Some feedback about the product or service,2025-06-03,2025-06-08 01:26:47,True,False
